age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,gender,race,race_o,samerace,field,decision
0,0,0,3,1,1,1,1,0,0,1,0,0,0,0,0,4,4,3,4,4,2,4,4,3,4,3,3,2,4,3,1,1,2,1,2,3,3,3,3,3,3,3,2,3,2,2,0,2,2,1,50,0
1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,4,4,4,4,4,3,3,3,3,2,1,2,1,1,4,3,3,3,2,4,4,1,4,4,4,4,4,1,3,4,3,0,3,2,0,177,1
0,0,4,1,1,0,1,0,0,0,2,0,0,1,0,0,4,4,4,4,4,1,3,4,4,3,1,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,3,3,3,2,1,0,2,3,0,186,1
1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,3,3,4,4,4,3,4,3,4,3,3,2,3,4,4,3,3,4,3,3,3,3,4,4,3,4,1,0,3,3,4,1,0,2,0,23,1
1,1,0,0,2,1,1,1,0,0,0,1,1,1,0,0,2,4,2,4,3,2,2,2,3,2,1,0,0,0,4,4,4,1,0,1,4,2,4,4,3,3,4,0,4,2,2,0,0,2,0,148,0
0,1,3,2,1,1,1,1,0,0,0,1,1,1,0,0,3,4,3,4,3,3,3,3,3,3,3,2,1,3,3,3,2,3,2,2,2,4,3,4,4,4,4,1,3,3,3,0,0,2,0,148,0
0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,4,4,3,4,3,3,4,4,3,3,4,2,3,4,4,4,3,2,1,4,2,3,4,4,4,3,3,3,2,3,1,2,2,1,80,1
1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,4,4,4,4,3,3,3,4,3,4,3,3,0,4,4,4,3,3,0,0,4,1,4,4,4,4,2,0,3,3,3,0,2,4,0,63,0
1,1,3,0,0,0,2,0,0,0,1,0,1,0,0,0,4,4,4,4,4,2,3,3,1,2,1,4,2,4,4,3,2,4,3,4,3,2,3,4,2,4,0,0,2,3,2,1,1,2,0,105,0
1,1,4,4,0,1,1,0,1,1,1,1,1,0,0,0,3,4,4,4,3,3,4,4,3,4,2,2,2,3,3,3,3,1,1,2,3,2,3,3,1,3,3,1,3,2,3,1,4,0,0,23,0
0,0,4,2,1,0,1,0,0,1,0,0,0,0,0,0,4,4,4,4,4,3,4,4,3,4,1,4,4,4,3,2,2,1,1,2,1,3,3,3,2,3,4,3,2,3,3,0,2,2,1,125,0
0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,4,4,4,4,4,4,4,4,3,2,3,1,1,2,4,4,4,1,2,4,3,1,3,3,3,4,3,2,1,1,4,1,2,0,0,124,1
0,1,4,1,1,1,0,1,0,0,1,1,0,0,0,0,3,4,3,4,3,2,4,4,3,4,2,3,2,3,3,3,1,2,3,4,4,4,3,4,3,4,4,2,2,2,3,0,2,0,0,192,0
1,0,0,4,1,1,0,1,0,0,0,1,1,1,0,0,3,4,4,4,4,4,4,4,4,4,2,4,0,4,3,3,4,1,0,2,4,0,4,4,3,3,4,4,3,3,3,0,2,2,1,198,0
0,1,4,0,0,0,1,1,0,0,1,1,0,1,0,0,4,3,4,4,2,4,3,3,3,3,3,1,1,3,4,4,3,0,1,2,4,1,3,4,4,4,3,0,3,3,3,1,2,2,1,202,1
0,0,4,1,1,1,0,0,0,0,1,0,1,1,0,0,3,4,3,3,3,3,4,4,2,4,1,1,0,3,3,3,4,0,2,4,2,3,4,4,3,4,3,1,2,3,2,1,2,2,1,206,0
0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,3,4,3,4,2,3,4,3,2,2,2,1,1,2,4,3,4,3,2,3,4,4,4,4,3,4,3,3,2,2,3,0,0,0,1,121,0
0,1,0,2,1,1,1,1,0,0,1,1,1,0,0,1,3,3,4,4,4,2,4,4,3,4,1,2,1,4,4,4,2,1,0,2,4,2,3,2,2,4,3,2,3,2,2,0,4,2,0,195,0
0,1,4,4,1,0,1,1,0,0,1,1,0,0,0,0,4,4,4,4,4,2,3,3,3,4,3,2,1,4,4,4,4,1,1,2,4,4,4,4,4,4,4,3,3,3,3,0,2,4,0,67,0
0,1,2,0,2,0,1,0,0,1,0,1,1,0,0,1,3,4,4,3,2,3,3,3,2,2,2,3,2,3,4,4,4,4,3,2,2,2,4,4,4,4,2,2,2,2,3,0,0,2,0,74,1
0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,2,2,3,4,3,2,3,3,3,2,3,4,2,3,4,4,3,4,2,3,4,1,3,2,3,3,3,2,3,2,3,0,0,2,0,17,1
1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,4,4,3,4,3,3,4,4,4,3,3,3,4,2,4,4,4,0,0,3,4,1,4,4,3,4,4,2,3,3,3,0,0,2,0,191,0
0,1,4,4,1,0,1,1,0,0,1,1,1,0,0,1,4,4,4,4,3,4,4,4,4,3,2,2,1,3,3,4,4,1,1,0,4,3,4,4,4,4,3,3,2,3,4,0,2,2,1,194,1
1,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,4,3,3,4,0,2,1,1,3,1,3,2,2,4,1,0,2,0,69,1
0,1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,4,4,4,4,4,4,4,3,3,3,2,4,1,4,4,3,3,3,2,3,1,0,4,3,2,3,3,0,3,3,3,1,2,2,1,46,0
1,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,3,4,4,4,4,3,3,3,2,2,2,3,3,3,4,4,3,1,3,2,4,4,4,4,2,3,2,0,3,2,2,1,2,2,1,82,0
1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,3,4,2,3,3,3,4,3,4,3,3,4,3,2,3,3,3,4,1,3,3,2,2,3,2,3,1,3,2,3,4,1,2,3,0,81,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,3,4,1,2,1,4,4,4,3,4,4,4,1,2,3,2,3,4,3,3,1,1,2,1,1,1,2,2,1,17,0
0,1,4,1,0,0,0,0,0,1,2,1,0,0,0,0,3,4,4,4,4,4,4,3,4,4,4,4,0,3,4,3,3,3,0,4,4,1,4,4,4,4,4,1,3,3,4,0,2,2,1,41,1
0,0,1,4,1,1,1,0,0,1,0,1,1,0,0,1,3,4,4,4,4,3,3,3,4,3,4,1,2,1,4,3,4,2,4,4,1,4,3,4,4,4,4,1,2,2,3,1,0,2,0,19,1
1,0,4,1,2,1,0,0,0,0,1,1,1,1,0,0,3,4,3,4,4,3,3,3,3,2,2,3,4,3,4,3,2,2,4,3,4,3,3,4,3,3,2,1,2,3,3,1,0,4,0,70,1
0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,4,2,3,4,4,3,3,4,3,3,1,0,1,4,2,2,4,2,3,4,1,2,3,4,4,1,4,3,3,3,1,0,1,0,174,1
1,1,3,1,0,1,1,0,0,0,1,0,1,1,0,0,3,3,4,3,2,3,3,3,3,3,3,3,3,4,4,2,2,1,2,4,2,3,1,1,3,4,3,1,2,4,3,1,2,2,1,105,1
1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,4,4,4,4,4,3,4,4,3,4,3,4,2,3,4,3,3,3,3,3,3,1,1,4,3,4,4,1,2,2,3,0,3,2,0,121,0
0,1,3,0,0,0,1,1,0,1,1,0,1,0,0,0,4,4,3,4,3,3,3,4,3,3,3,3,0,3,2,1,1,2,1,2,4,3,1,4,0,1,0,0,4,3,3,1,2,2,1,17,1
1,1,4,3,0,1,1,1,1,0,1,0,0,1,0,0,3,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,3,2,1,4,3,4,3,3,3,2,1,3,2,3,1,2,0,0,23,0
0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,3,4,4,4,4,2,4,4,3,4,4,4,4,2,2,2,2,0,3,4,4,3,2,4,3,4,2,0,2,3,3,1,1,1,1,121,0
1,1,0,0,0,1,0,1,0,1,2,1,1,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,2,0,0,4,2,4,4,4,4,4,2,3,2,4,1,2,1,0,194,0
1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,3,4,4,3,2,3,4,4,3,3,3,4,1,4,4,4,3,3,1,3,3,2,3,3,2,4,1,1,3,3,3,1,3,0,0,142,1
0,1,4,4,1,1,0,1,0,1,1,1,1,1,0,0,4,4,4,4,4,3,3,3,3,2,2,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,1,4,3,0,2,0,0,192,0
0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,3,4,4,4,2,2,3,3,3,3,3,1,1,0,2,3,3,1,0,3,2,3,2,4,4,4,1,1,3,3,3,0,2,3,0,43,1
1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,2,3,4,2,4,2,3,1,4,2,3,3,4,0,0,2,4,2,4,1,4,0,4,3,2,2,0,2,0,0,82,0
1,1,4,3,0,0,1,0,0,1,0,0,0,0,0,0,4,2,4,4,4,0,3,4,0,1,0,4,2,4,4,4,4,1,0,4,4,2,2,2,1,4,4,3,3,2,0,0,2,2,1,23,0
1,1,0,3,1,0,1,0,0,0,1,1,0,1,1,0,3,4,4,4,3,2,3,4,3,4,4,1,1,4,4,3,4,3,0,3,3,2,4,4,4,4,3,3,2,3,4,0,2,2,1,170,1
1,0,3,4,1,0,1,0,0,1,0,2,0,0,0,0,3,4,4,4,2,3,4,4,4,3,4,4,1,3,4,3,3,4,1,3,4,3,4,4,3,3,4,4,2,2,4,0,0,2,0,137,1
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,1,3,3,3,2,3,4,2,1,3,4,4,3,4,0,4,4,0,4,4,4,4,0,3,1,2,2,1,3,2,0,105,0
1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,2,2,2,3,1,2,4,3,4,4,3,3,4,1,4,3,2,3,3,2,3,3,1,3,2,1,0,0,2,0,33,0
1,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,2,4,3,3,3,3,3,4,4,3,4,4,4,1,4,4,4,3,1,4,4,4,4,3,4,4,1,3,2,2,4,1,3,3,1,142,1
1,0,4,4,1,1,1,0,0,1,2,0,1,0,0,1,4,4,4,4,4,1,3,1,1,1,0,4,4,2,4,1,1,1,2,0,4,3,2,3,3,4,2,0,3,3,1,1,2,2,1,23,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,3,4,4,4,2,2,4,4,3,2,3,3,4,4,4,4,1,2,0,3,1,2,4,3,4,1,0,2,3,2,1,3,2,0,105,0
2,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,4,4,3,4,4,3,3,3,3,3,2,2,1,2,4,4,4,3,1,1,4,1,4,4,4,4,2,2,3,4,3,0,0,2,0,160,1
0,0,1,2,1,1,1,0,0,0,1,1,1,0,0,0,3,4,4,4,4,1,2,2,1,3,1,4,2,4,3,3,2,3,2,3,2,1,4,4,3,2,2,0,2,3,1,0,2,0,0,192,0
0,0,2,4,0,0,0,0,0,0,0,1,0,0,1,0,3,4,4,4,4,0,2,3,4,3,4,4,1,3,4,3,3,1,1,3,3,2,3,2,3,4,2,1,2,3,3,0,4,2,0,105,0
0,1,3,0,2,0,1,0,0,0,1,0,1,1,0,0,4,4,4,4,4,2,3,3,3,2,3,2,3,3,4,4,4,0,4,4,4,4,4,4,4,4,4,3,1,4,3,1,0,2,0,133,0
0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,4,3,3,4,4,3,3,3,3,2,1,3,3,2,3,4,4,4,2,1,4,2,3,4,3,4,1,0,2,2,3,1,2,2,1,159,0
1,1,2,1,1,1,1,0,0,0,0,0,1,1,0,0,3,4,3,4,3,2,3,3,2,2,3,3,3,2,3,2,1,2,2,2,3,4,3,4,3,3,3,0,4,4,3,1,2,1,0,23,0
0,0,4,0,1,1,1,0,0,0,1,1,0,1,0,0,4,3,4,4,2,2,2,2,2,2,0,1,1,3,4,4,3,0,1,2,4,1,3,4,4,4,3,0,3,3,1,1,2,2,1,202,0
0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,3,4,4,1,4,4,4,4,4,4,3,4,1,4,2,3,2,3,3,3,4,4,4,4,4,4,0,2,1,4,1,0,2,0,121,1
0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,3,4,4,4,2,3,3,3,3,3,3,3,4,1,4,4,4,3,3,3,3,1,3,3,4,3,2,0,2,4,3,1,4,3,0,70,1
0,1,4,4,1,0,1,0,0,0,0,0,2,0,0,0,4,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,2,2,3,3,3,4,4,4,4,4,2,3,4,3,0,2,3,0,192,1
1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,3,3,3,4,3,3,3,2,4,3,2,4,2,4,2,2,2,1,0,4,3,1,1,4,2,4,2,1,3,3,3,1,2,2,1,142,0
1,0,2,1,0,1,1,0,1,0,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,3,3,4,1,1,2,0,1,1
0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,1,3,3,2,3,4,2,3,2,0,3,3,4,1,2,2,1,121,1
1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,2,3,2,4,4,1,1,1,1,1,1,3,1,3,3,3,3,1,1,2,3,2,2,4,2,3,3,3,3,3,0,0,0,2,0,120,0
1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,3,4,3,3,3,3,3,3,3,3,2,3,4,4,3,3,3,2,1,2,3,2,3,3,4,4,4,0,1,3,3,0,0,0,1,165,0
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,4,4,4,4,3,4,4,4,4,4,3,0,3,4,4,4,1,3,4,4,3,4,4,3,4,4,2,3,3,4,1,1,2,0,105,0
1,1,0,2,2,0,0,1,0,0,1,0,1,0,0,0,4,4,4,4,3,3,3,3,3,3,2,4,0,3,4,3,3,4,0,4,4,0,1,2,2,2,2,1,3,2,3,0,2,2,1,51,0
0,1,1,1,2,0,1,0,0,0,2,1,0,1,0,0,4,4,4,4,4,4,4,4,3,3,2,4,4,3,4,1,2,2,1,4,1,4,2,4,4,4,4,1,2,3,3,1,0,2,0,101,1
1,0,2,3,1,0,1,0,0,1,0,0,1,0,0,1,3,4,4,4,4,2,3,3,3,3,3,3,4,4,2,3,2,1,0,1,4,3,4,4,4,4,2,4,3,3,3,0,2,2,1,128,0
0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,3,4,4,3,4,3,3,3,3,3,2,4,4,4,2,2,2,2,3,4,4,2,3,3,3,4,2,0,1,2,3,1,1,2,0,70,1
1,0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,2,4,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,3,2,2,4,3,3,4,4,4,3,1,3,3,4,1,2,2,1,174,1
0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,4,4,4,4,4,3,3,3,3,3,3,2,3,3,4,4,4,4,4,2,4,3,1,4,4,4,4,4,3,4,3,1,4,1,0,74,1
1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,3,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,4,3,2,4,3,3,4,4,4,3,3,3,3,4,0,2,2,1,192,1
1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,3,3,4,4,4,4,3,3,3,3,4,4,3,2,3,3,3,2,1,4,2,2,4,4,4,4,4,2,3,2,4,0,3,2,0,117,1
1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,2,4,3,4,4,4,4,4,4,4,4,1,1,1,4,2,0,0,0,4,4,4,4,4,4,4,4,1,2,2,4,1,0,2,0,23,1
0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,3,4,4,4,3,2,4,3,4,3,2,1,1,3,4,3,3,3,1,2,2,0,2,3,3,0,2,2,1,110,1
0,0,1,4,2,0,0,2,0,0,0,1,0,1,0,0,2,4,4,2,4,2,3,4,3,4,0,4,4,4,3,1,1,2,1,2,2,4,4,4,4,4,2,2,2,2,2,0,0,2,0,72,0
1,1,3,4,2,0,1,0,0,0,1,1,1,0,0,0,4,3,4,4,3,4,4,4,2,3,3,3,0,2,3,3,3,3,0,1,4,0,4,3,3,3,2,0,4,3,3,0,2,2,1,199,1
1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,4,4,3,4,3,3,4,4,3,3,4,1,2,2,4,4,4,3,0,4,4,1,4,4,3,4,3,4,3,2,3,0,2,2,1,164,1
0,0,2,0,1,1,1,1,0,0,1,0,1,1,0,0,2,3,2,3,3,2,2,2,2,2,2,2,0,2,2,2,2,1,3,2,4,3,3,4,3,3,2,1,2,2,2,1,0,1,0,47,0
1,0,4,4,0,1,1,0,0,1,2,0,1,0,0,1,4,4,4,4,4,0,4,4,0,4,0,4,4,2,4,1,1,1,2,0,4,3,2,3,3,4,2,0,2,3,2,1,2,0,0,23,0
0,1,4,4,0,0,1,1,0,0,0,1,0,1,0,0,2,4,3,4,3,2,3,3,3,3,2,4,2,1,3,1,2,1,1,1,1,3,2,3,1,2,2,1,2,2,3,1,2,2,1,121,1
1,1,1,0,0,1,1,0,0,0,1,2,0,1,0,0,1,2,2,2,2,3,3,3,2,2,2,1,1,1,2,2,1,1,2,1,3,3,2,3,3,4,3,3,3,1,3,1,0,2,0,142,1
0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,2,3,1,4,1,4,3,3,4,4,0,1,2,1,4,3,2,2,4,1,4,4,3,4,1,4,2,1,3,2,3,1,3,2,0,121,0
1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,4,4,4,4,3,3,4,3,3,2,3,4,1,3,4,3,2,1,1,1,3,3,1,3,3,4,4,4,3,3,3,1,4,0,0,177,1
1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,2,4,3,4,4,4,4,4,4,4,4,1,1,1,4,2,0,0,0,4,4,4,4,4,4,4,4,1,2,2,4,1,0,2,0,23,1
2,1,0,0,2,1,1,1,0,0,0,1,1,0,0,0,3,4,4,4,3,4,4,4,4,4,3,3,2,2,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,3,0,0,2,0,22,0
0,0,4,4,1,1,1,0,0,0,0,1,0,1,0,0,2,4,3,4,3,4,3,3,3,3,3,4,2,1,3,1,2,1,1,1,1,3,2,3,1,2,2,1,2,2,3,1,2,2,1,121,1
0,1,1,3,1,1,1,0,0,0,1,1,1,1,0,0,4,4,4,4,3,4,4,4,4,4,4,2,2,2,4,4,4,4,0,3,4,3,4,4,4,4,3,3,4,3,4,0,4,2,0,73,1
0,1,4,3,1,1,0,0,0,1,0,0,1,0,1,0,4,4,4,4,4,2,4,4,4,4,4,4,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,1,3,2,3,0,2,2,1,192,0
1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,2,2,2,1,4,0,0,0,0,4,4,4,1,0,4,4,3,4,4,4,4,2,0,2,2,2,0,2,0,0,17,0
0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,4,3,4,4,4,4,4,3,3,3,3,1,0,4,4,4,4,0,0,4,4,1,4,4,4,4,4,3,4,3,3,1,2,3,0,11,1
1,1,1,2,0,1,0,0,0,0,1,1,0,1,0,0,2,4,3,4,3,2,3,2,2,2,2,4,2,1,4,2,2,3,2,2,4,1,3,3,2,3,1,1,4,2,2,1,2,0,0,194,0
1,1,1,2,1,0,1,1,0,0,1,1,0,0,0,0,3,4,4,4,4,2,4,4,3,2,1,1,1,2,4,4,3,4,2,3,4,2,3,3,2,4,2,1,2,2,2,0,2,2,1,134,0
0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4,2,4,4,4,1,1,3,3,2,1,3,2,2,3,4,4,4,1,4,4,2,4,4,4,4,3,4,1,3,2,0,0,0,1,70,1
0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,3,4,4,4,3,3,4,4,3,3,3,2,1,2,4,3,3,2,2,4,4,4,4,4,3,4,4,2,3,1,3,0,2,2,1,204,1
0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,4,4,4,3,2,4,4,4,3,3,2,2,0,3,4,3,3,4,3,3,3,0,2,1,3,0,2,0,0,140,1
1,0,2,4,1,1,1,1,0,0,0,0,1,1,0,0,3,4,3,4,2,3,2,2,2,2,2,3,2,3,4,4,4,3,3,3,2,3,4,3,4,3,2,4,2,3,1,0,2,0,0,170,0
0,1,2,0,0,1,1,1,0,0,0,1,1,1,0,0,4,4,3,4,4,2,2,2,2,2,0,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,0,3,2,3,0,1,0,3,0,70,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,3,4,4,3,4,4,2,2,4,4,4,4,1,3,3,3,2,4,3,4,4,4,2,2,3,0,2,2,1,116,0
1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,4,4,2,4,1,4,4,4,3,3,2,1,2,4,3,1,3,4,3,4,1,1,2,3,2,1,1,2,0,31,0
0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,3,3,3,3,3,0,3,3,3,2,1,3,3,4,4,3,3,4,3,4,4,2,2,2,2,3,3,4,2,2,1,0,3,2,0,197,0
0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,3,2,4,4,4,4,3,2,3,3,2,1,1,0,4,4,4,1,1,4,4,4,4,4,3,3,4,3,1,3,2,0,2,2,1,132,1
1,1,1,3,1,1,1,0,1,0,1,0,1,0,0,0,3,4,4,4,4,2,4,4,4,3,2,3,4,3,4,4,3,3,3,4,4,3,4,4,4,4,3,2,3,3,3,1,3,1,0,26,0
0,0,3,3,1,0,1,1,0,0,0,1,1,1,0,0,3,4,3,4,3,4,4,4,4,3,4,2,0,4,3,2,2,1,2,4,4,3,3,3,4,4,3,4,3,3,4,0,2,4,0,165,1
1,1,1,1,0,2,0,0,0,0,1,0,0,1,0,0,3,4,3,3,4,2,4,3,3,2,2,3,2,2,4,2,2,2,1,3,2,1,3,4,3,3,1,0,3,3,2,1,2,0,0,23,0
1,0,3,0,0,0,1,0,0,1,1,1,1,1,0,0,2,4,2,4,2,3,3,3,2,2,2,4,4,3,4,4,4,4,0,2,4,2,4,4,4,2,1,2,3,4,2,1,0,2,0,23,0
0,0,1,2,2,0,1,0,0,0,1,1,1,1,0,0,3,4,4,3,3,4,3,3,3,2,2,3,4,1,2,2,1,2,1,3,4,3,3,3,3,4,1,1,2,3,3,0,1,0,0,60,1
0,1,4,3,1,1,1,0,0,0,1,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,2,4,4,4,4,3,4,4,4,4,1,2,4,3,1,0,3,0,70,0
0,1,4,3,0,1,1,0,0,1,1,0,0,1,0,0,3,4,4,4,4,2,4,3,2,4,2,2,0,2,4,2,3,3,3,1,1,4,3,4,2,3,4,2,3,2,2,1,0,2,0,23,0
0,1,0,3,1,1,1,1,1,0,1,0,0,0,0,0,4,4,3,4,4,2,3,4,3,4,3,3,2,4,3,1,1,2,1,2,3,3,3,3,3,3,3,2,3,2,2,0,2,0,0,50,0
0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,2,4,1,3,1,3,3,3,2,2,1,3,1,2,2,3,3,1,1,2,3,1,3,3,2,3,1,1,3,2,2,1,2,2,1,70,0
1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,4,4,4,4,4,4,4,4,4,4,2,4,0,4,4,4,4,2,0,0,4,2,4,4,4,4,4,2,3,2,3,1,2,3,0,194,0
1,0,2,3,1,1,1,1,0,0,1,0,1,1,0,0,3,3,3,3,3,4,3,3,3,3,2,2,1,2,4,3,4,1,1,4,4,1,3,3,2,3,3,1,4,3,4,1,2,2,1,142,1
0,0,1,2,2,0,1,0,0,0,0,0,1,1,0,0,3,3,2,3,3,2,4,3,2,2,2,2,1,2,4,4,4,1,1,4,4,4,4,4,4,4,4,4,3,3,2,0,0,2,0,121,0
0,2,4,4,2,1,0,1,0,0,0,0,1,0,0,1,4,4,4,4,4,1,4,4,2,4,3,4,2,4,4,3,3,4,2,4,4,3,3,4,4,4,3,4,4,2,3,0,2,2,1,192,0
0,1,4,2,0,0,0,0,0,0,1,0,1,0,0,1,3,3,1,4,4,3,2,3,3,3,2,4,1,2,3,4,4,3,1,3,2,0,2,3,4,4,3,0,3,1,2,1,2,3,0,174,0
1,1,4,4,1,0,1,0,0,0,0,1,1,1,1,0,3,4,3,3,3,1,3,3,2,2,1,1,3,4,4,4,4,4,0,3,4,3,4,4,3,3,4,0,2,0,1,0,0,2,0,63,0
1,0,0,0,1,0,1,1,0,0,2,0,2,0,0,0,3,2,4,4,3,3,4,3,4,3,2,2,0,2,4,2,2,0,1,2,4,3,3,3,2,4,4,4,3,1,3,0,0,2,0,178,0
0,0,1,4,2,0,0,0,0,1,0,0,1,1,0,0,4,4,4,4,4,2,4,4,0,4,0,2,1,3,4,4,4,3,1,3,4,3,4,4,4,4,4,3,4,3,0,0,2,0,0,58,0
0,0,3,2,0,1,1,1,0,0,0,0,0,0,0,0,4,4,4,4,4,3,4,4,4,4,4,2,3,1,4,1,1,0,2,0,3,4,1,3,2,4,4,0,2,3,4,0,1,2,0,79,0
0,1,1,2,1,0,1,0,0,1,1,1,1,0,0,0,3,4,4,4,4,2,3,3,0,2,1,4,2,4,3,3,2,3,2,3,2,1,4,4,3,2,2,0,2,3,1,0,2,2,1,192,0
0,0,0,2,2,0,0,1,0,0,0,0,1,1,0,0,3,4,4,4,4,4,3,4,3,2,1,2,2,2,4,3,2,1,0,2,4,3,4,4,3,4,1,2,2,1,3,0,3,2,0,75,1
1,1,1,2,1,1,1,0,0,1,0,1,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4,3,2,4,4,4,4,3,3,2,2,4,0,2,2,1,12,1
0,0,1,1,1,1,1,0,0,1,2,1,0,1,0,0,4,4,4,4,4,2,2,4,3,4,2,4,4,3,4,1,2,2,1,4,1,4,2,4,4,4,4,1,2,3,1,1,0,2,0,101,0
0,1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,4,4,4,4,4,4,3,4,4,3,3,4,1,4,4,3,3,3,2,3,1,0,4,3,2,3,3,0,3,3,4,1,2,2,1,46,1
1,1,2,3,0,0,1,0,0,1,1,1,1,0,0,0,3,3,3,4,4,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,2,2,3,1,3,3,1,4,0,0,204,0
0,1,3,1,3,0,1,0,0,0,1,0,1,1,0,0,3,3,4,4,4,4,3,4,3,3,3,2,2,2,3,4,4,3,2,3,4,3,2,4,3,4,4,3,2,1,3,0,2,2,1,80,0
0,0,3,2,1,2,0,0,0,0,0,1,1,1,0,0,3,4,3,4,3,3,2,2,1,2,2,2,1,3,3,3,2,3,2,2,2,4,3,4,4,4,4,1,4,3,1,0,0,0,1,148,0
